Entity,average_probability,bins
Kulmbach,544000,Bin 3
That appearance,544000,Bin 3
only last month,542000,Bin 3
"Chattanooga, Tenn.",541000,Bin 3
pAsia,541000,Bin 3
bad outcomes,540000,Bin 3
Williams and the baby,528000,Bin 3
Carl Edwards,524000,Bin 3
Postville,516000,Bin 3
Joseph Cook,512000,Bin 3
the heroes of war,511000,Bin 3
"the attack on the ""Cole """,506000,Bin 3
Opa Opa,506000,Bin 3
the help of a girlfriend,504000,Bin 3
Xiao Yi,498000,Bin 3
their compatriots,497000,Bin 3
the ensemble cast,495000,Bin 3
judicial restraint,493000,Bin 3
Chicago's south side,487000,Bin 3
Sir Alan,483000,Bin 3
another of his colleagues,482000,Bin 3
Dante Gabriel Rossetti,481000,Bin 3
Las Vegas on the way,478000,Bin 3
a crew of four,476000,Bin 3
An older brother and sister,474000,Bin 3
Trevithick,472000,Bin 3
the average loss,470000,Bin 3
the Hungarians,460000,Bin 3
Hypertensive crisis,459000,Bin 3
Crude futures,458000,Bin 3
hung parliament,453000,Bin 3
the National Hockey League (NHL),453000,Bin 3
employee privacy,449000,Bin 3
fellow prisoners,449000,Bin 3
Antoninus Pius,448000,Bin 3
the Japanese automaker,443000,Bin 3
tickets to concerts,436000,Bin 3
eastern Afghanistan,435000,Bin 3
Legnago,434000,Bin 3
FEMSA,434000,Bin 3
official estimates,432000,Bin 3
Popular tradition,432000,Bin 3
Pfitzner,428000,Bin 3
a range of recipes,428000,Bin 3
the birth of the twins,428000,Bin 3
borrowing and economic growth,422000,Bin 3
Taiwan authorities,416000,Bin 3
the previous survey,415000,Bin 3
Our secret weapon,410000,Bin 3
the second half of next year,409000,Bin 3
the deadliest attack,407000,Bin 3
Mr. Bush,405000,Bin 3
good sleep hygiene,403000,Bin 3
time consuming and complicated,402000,Bin 3
an angel of the presence,401000,Bin 3
the Ministry of Telecommunications,401000,Bin 3
the Tenth Doctor,399000,Bin 3
its session,393000,Bin 3
Zisman,393000,Bin 3
Proksch,392000,Bin 3
great losses,388000,Bin 3
a career at a company,380000,Bin 3
a moderate pace,380000,Bin 3
the formulary,378000,Bin 3
Ivan Lendl,375000,Bin 3
a food crisis,374000,Bin 3
Robin Hoods,374000,Bin 3
some witnesses,373000,Bin 3
joint events,373000,Bin 3
Marlett,373000,Bin 3
distant third,369000,Bin 3
Fort King,368000,Bin 3
some sort of network,368000,Bin 3
pensions and expenses,366000,Bin 3
a young bloke,365000,Bin 3
a normal pregnancy,360000,Bin 3
Rostra,356000,Bin 3
the actual figure,355000,Bin 3
another aircraft,353000,Bin 3
the Army of the Potomac,351000,Bin 3
Ethel Merman,338000,Bin 3
Sennacherib,337000,Bin 3
SACN,336000,Bin 3
This calamity,335000,Bin 3
increased violence,333000,Bin 3
group profit,328000,Bin 3
a Guggenheim Fellowship,328000,Bin 3
clear blue eyes,328000,Bin 3
SOFCs,323000,Bin 3
his current deal,323000,Bin 3
Taliban militants,322000,Bin 3
Montreal and Toronto,321000,Bin 3
Patrick O'Sullivan,320000,Bin 3
the U.S. diplomats,319000,Bin 3
the strongest possible terms,318000,Bin 3
its head coach,315000,Bin 3
a roadside bomb,314000,Bin 3
all kinds of junk,308000,Bin 3
North of the town center,306000,Bin 3
this encouragement,304000,Bin 3
a United flight,302000,Bin 3
Belgaum district,302000,Bin 3
The Cascade Range,301000,Bin 3
Cyrenaica,300000,Bin 3
The Pakistani Army,297000,Bin 3
the mainstream press,296000,Bin 3
such authorities,296000,Bin 3
Major department stores,296000,Bin 3
half the human population,294000,Bin 3
black short shorts,294000,Bin 3
several more days,292000,Bin 3
This method of law enforcement,291000,Bin 3
the trade unionists,290000,Bin 3
Elizabeth of York,289000,Bin 3
revised data,289000,Bin 3
her Section,289000,Bin 3
the English Parliament,289000,Bin 3
the advanced economies,288000,Bin 3
a news conference on Saturday,288000,Bin 3
its chemical formula,288000,Bin 3
"The album track """,287000,Bin 3
Terry Labonte,287000,Bin 3
six soldiers,287000,Bin 3
Karl Pearson,286000,Bin 3
Giovanardi,284000,Bin 3
European investors,284000,Bin 3
the degree of doctor of medicine,282000,Bin 3
the return of the US Navy,281000,Bin 3
the St. Patrick's Day celebrations,280000,Bin 3
exports to the Soviet Union,280000,Bin 3
the rise in rates,279000,Bin 3
her maternal grandparents,277000,Bin 3
The Rwandan government,271000,Bin 3
heavy blows,268000,Bin 3
Donoghue's,266000,Bin 3
its home games,266000,Bin 3
official corruption,263000,Bin 3
further economic development,262000,Bin 3
Pope Pius XI,259000,Bin 3
the Amazon River basin,258000,Bin 3
contemporary composers,257000,Bin 3
Ritek,256000,Bin 3
Hawaii and the West Coast,252000,Bin 3
a different conversation,248000,Bin 3
a luciferase assay,245000,Bin 3
a French citizen,245000,Bin 3
a branch line,244000,Bin 3
money funds,244000,Bin 3
Mexican officials,244000,Bin 3
first slip,243000,Bin 3
a single weekend,241000,Bin 3
Judy Miller,241000,Bin 3
Harmony Society,241000,Bin 3
a military official,240000,Bin 3
Battle of Jutland,239000,Bin 3
Ozzy Osbourne's,237000,Bin 3
the Pet Shop Boys,233000,Bin 3
stressful periods,233000,Bin 3
the Senate on Friday,232000,Bin 3
Polish family,231000,Bin 3
bars at night,230000,Bin 3
Civil Aviation Safety Authority,230000,Bin 3
The most exciting part of the day,229000,Bin 3
High school and university education,229000,Bin 3
a story in the public domain,226000,Bin 3
the Second Temple period,225000,Bin 3
the latest version of the bill,222000,Bin 3
a very very bad thing,216000,Bin 3
less than two hours per day,209000,Bin 3
a god in China,206000,Bin 3
an all-out effort,206000,Bin 3
the heptathlon,206000,Bin 3
the Gulf waters,206000,Bin 3
a city resident,204000,Bin 3
criticism of drama,204000,Bin 3
the second night in a row,203000,Bin 3
a number of reservations,201000,Bin 3
Epiphanius,200000,Bin 3
Barbados and the West Indies,200000,Bin 3
Farro salad,199000,Bin 3
the regional body,198000,Bin 3
that epoch,196000,Bin 3
Scott Shaw,194000,Bin 3
Annaghmore,191000,Bin 3
a wire basket,191000,Bin 3
The unmanned aircraft,191000,Bin 3
Lawyers for the defendants,190000,Bin 3
Alan Bean,187000,Bin 3
charge or trial,187000,Bin 3
The GASB,186000,Bin 3
the Nyquist frequency,185000,Bin 3
the idea of checks and balances,185000,Bin 3
the Pearl Harbor attack,184000,Bin 3
Barry Mann,183000,Bin 3
their researches,182000,Bin 3
the railway platform,181000,Bin 3
Neoteny,181000,Bin 3
the South Asian Association,179000,Bin 3
the sixth hour,179000,Bin 3
Ohio newspapers,178000,Bin 3
Lord Advocate,178000,Bin 3
Plame,177000,Bin 3
Emma Lazarus,176000,Bin 3
communal forces,175000,Bin 3
Order of the Golden Fleece,174000,Bin 3
the ground ball,172000,Bin 3
each image pixel,171000,Bin 3
the Japanese Ministry of Education,171000,Bin 3
the Contras,171000,Bin 3
His trucks,170000,Bin 3
her exploits,169000,Bin 3
equities markets,167000,Bin 3
Sensors on the equipment,166000,Bin 3
Regime change in Iraq,166000,Bin 3
volume at the exchange,166000,Bin 3
The Bhoys,165000,Bin 3
the opening film,165000,Bin 3
Wedding experts,163000,Bin 3
several film festivals,163000,Bin 3
the Second Boer War,160000,Bin 3
Lance Johnson,158000,Bin 3
a penalty corner,158000,Bin 3
intercity services,156000,Bin 2
Jacques Martin,156000,Bin 2
the Brazilian team,156000,Bin 2
private armies,155000,Bin 2
the NBA record,155000,Bin 2
TCAC,155000,Bin 2
The conflict in Kosovo,152000,Bin 2
a number of clashes,151000,Bin 2
their speed and agility,150000,Bin 2
Easter shopping,150000,Bin 2
"Henry "", Kathleen Michael as ""Ada ""and Patrick Magee",150000,Bin 2
New Zealand v South Africa,149000,Bin 2
Mrs. Bush,149000,Bin 2
Stockholm Open,149000,Bin 2
the German author,148000,Bin 2
the draft statement,147000,Bin 2
sensitive activities,147000,Bin 2
a polarizing figure,147000,Bin 2
the player piano,146000,Bin 2
Stage history,146000,Bin 2
the Palatine Hill,145000,Bin 2
The Greek crisis,145000,Bin 2
Lesley-Anne Down,143000,Bin 2
the O.J . Simpson trial,142000,Bin 2
The following December,141000,Bin 2
coalition troops,141000,Bin 2
the suicide attack,139000,Bin 2
Christoph Willibald Gluck,139000,Bin 2
The German champions,139000,Bin 2
British success,139000,Bin 2
anti-abortion groups,138000,Bin 2
The trappings of success,137000,Bin 2
"the University of Tasmania, Australia",137000,Bin 2
Sollom,137000,Bin 2
plenty of ailments,132000,Bin 2
This embassy,132000,Bin 2
his excellent performance,132000,Bin 2
Arab and Persian,131000,Bin 2
the latter country,131000,Bin 2
a similar call,130000,Bin 2
several musicians,129000,Bin 2
the threat of SARS,129000,Bin 2
the top of the Billboard charts,128000,Bin 2
"Midtown Manhattan, New York City, New York",128000,Bin 2
local figures,128000,Bin 2
this year's selection,128000,Bin 2
a holiday retreat,127000,Bin 2
River Krishna,126000,Bin 2
the investigation and detention,125000,Bin 2
his first of three books,124000,Bin 2
Her position of influence,124000,Bin 2
"Miami University in Oxford, Ohio",124000,Bin 2
their mutual funds,124000,Bin 2
front of Odin,122000,Bin 2
the landing spot,121000,Bin 2
Armor for Sleep,120000,Bin 2
Tom Daschle,119000,Bin 2
Chinese exporters,119000,Bin 2
The first collision,119000,Bin 2
Lake Agassiz,118000,Bin 2
Bonar Law,117000,Bin 2
the Chrysler Corporation,117000,Bin 2
the Archbishop of Dublin,116000,Bin 2
seven scoreless innings,115000,Bin 2
Hanna-Barbera Productions,114000,Bin 2
the provinces in the Philippines,112000,Bin 2
degree from the Norwegian,112000,Bin 2
Lebanon and other places,111000,Bin 2
a previous hearing,111000,Bin 2
defoliants,111000,Bin 2
National Assembly of Kenya,110000,Bin 2
Oromiffa,110000,Bin 2
several new characters,109000,Bin 2
additional investors,107000,Bin 2
the substitutes' bench,106000,Bin 2
Towel Day,106000,Bin 2
the county border,106000,Bin 2
their energy dependence,104000,Bin 2
shipments for the month,104000,Bin 2
the Thatcher government,104000,Bin 2
their moniker,104000,Bin 2
Automatix,103000,Bin 2
Kevin Donovan,103000,Bin 2
"Govan, Glasgow",103000,Bin 2
our tool kit,103000,Bin 2
the decision to recuse,100000,Bin 2
more years of litigation,99700,Bin 2
the Iraqi authorities,99400,Bin 2
the Burmese military,99200,Bin 2
several other agreements,98500,Bin 2
the lyrics of the title track,96300,Bin 2
a three-game suspension,96300,Bin 2
an internal probe,95300,Bin 2
Skeletal and cardiac muscles,94900,Bin 2
five officials,94800,Bin 2
friendly territory,94000,Bin 2
The large star,91600,Bin 2
Filoviridae,91100,Bin 2
franchisers,90700,Bin 2
Beruni,90400,Bin 2
a tehsil,90100,Bin 2
CFB Trenton,89900,Bin 2
the cleanup effort,89400,Bin 2
his own genre,88700,Bin 2
a trending topic on Twitter,88400,Bin 2
The UN mission in Afghanistan,88100,Bin 2
the CEOs of companies,87900,Bin 2
Alex Webster,87500,Bin 2
A department spokesman,87300,Bin 2
Your Brain on Music,87000,Bin 2
Didelphidae,86700,Bin 2
Mr. Gorbachev,86600,Bin 2
Canberra and Melbourne,86400,Bin 2
a minority share,85100,Bin 2
landslides and mudslides,84800,Bin 2
Jim Gilliam,84500,Bin 2
CityRail,84500,Bin 2
a brief recess,83400,Bin 2
Unique clocks,82700,Bin 2
Vaishnavites,81700,Bin 2
their confluence,81300,Bin 2
the investigation into her death,81300,Bin 2
the National Memorial Cemetery of the Pacific,81100,Bin 2
the latest therapies,81000,Bin 2
Rimske Toplice,80800,Bin 2
Hillgruber,80600,Bin 2
discussions with US officials,80500,Bin 2
Pipe Masters,79600,Bin 2
These two servers,78700,Bin 2
a tourism economy,78400,Bin 2
the larger states,77900,Bin 2
The emperor Alexander,77900,Bin 2
The factory in Thailand,77500,Bin 2
Boise I,77400,Bin 2
STECI,77100,Bin 2
Oneida silverware,76500,Bin 2
the state administrations,75400,Bin 2
the airport control tower,75200,Bin 2
"the ""Aya Matsuura of porn",72200,Bin 2
The wave principle,72000,Bin 2
elaborate outfits,70700,Bin 2
"Emmanuel's ""La Chica de Humo """,69000,Bin 2
her front lawn,68500,Bin 2
Clifton Williams,67900,Bin 2
that distributor,67600,Bin 2
the reign of Diocletian,67600,Bin 2
the first federal agencies,67600,Bin 2
Lee Teng-hui,66900,Bin 2
a popular hit,66600,Bin 2
other rich countries,66600,Bin 2
their first football game,66500,Bin 2
the master of the Roman world,66200,Bin 2
a Gaul,65200,Bin 2
Israeli Prime Minister Ehud Barak,65100,Bin 2
Blachut,63600,Bin 2
a basketball theme,63200,Bin 2
a strong global economy,62800,Bin 2
the Gandhi memorial,62600,Bin 2
Deputy Director of Central Intelligence,62100,Bin 2
The UN Security Council decision,62000,Bin 2
Bishop of Charleston,61900,Bin 2
Larry Karaszewski,61600,Bin 2
delete' operator,61300,Bin 2
Budd Company,60900,Bin 2
String piano,60700,Bin 2
early medieval Ireland,60400,Bin 2
one new issue,59500,Bin 2
a popular referendum,59000,Bin 2
a very special room,58600,Bin 2
German reparations,57800,Bin 2
the Bangladeshis,57800,Bin 2
the strength of the Metropolitan Police,57400,Bin 2
Sporadic clashes,56700,Bin 2
a pragmatic decision,56700,Bin 2
The Dancing House,56500,Bin 2
the puter,56400,Bin 2
The parliamentary leader,55900,Bin 2
Fabricio Coloccini,55600,Bin 2
a titanic struggle,55200,Bin 2
"Cox about ""wanting to do something",55200,Bin 2
The HAVING clause,54700,Bin 2
a series of energy crises,53900,Bin 2
blank expressions,53500,Bin 2
the circle of elite,52500,Bin 2
public transport in Amsterdam,52300,Bin 2
A six-month-old girl,52300,Bin 2
Mr. Gilmore,52300,Bin 2
addition to his solo work,51800,Bin 2
the wrong circumstances,51100,Bin 2
the varsity football coach,51000,Bin 2
Large part of Guatemala,50800,Bin 2
Chordeleg,50800,Bin 2
Collier's Weekly,50500,Bin 2
its political ties,49800,Bin 2
the man three times,49500,Bin 2
the National Assembly of Bulgaria,49300,Bin 2
such newspapers,49200,Bin 2
Faxanadu,48600,Bin 2
New Jersey lawmakers,48500,Bin 2
the London and South Western Railway,48400,Bin 2
eight franchises,48300,Bin 2
Egyptian natural gas,48100,Bin 2
"the percentage of Americans who do ""real exercise to build the heart """,47900,Bin 2
the weak dollar,47300,Bin 2
King Hezekiah of Judah,46900,Bin 2
American Wrestling Association,46700,Bin 2
Clinton's visit,46200,Bin 2
substantial hurdles,46200,Bin 2
the construction of large reservoirs,46200,Bin 2
remote provinces,45800,Bin 2
their final resting places,45800,Bin 2
The Audit Bureau of Circulations,45100,Bin 2
custom medical devices,45000,Bin 2
the three releases,45000,Bin 2
the southernmost atoll,44300,Bin 2
the top ten positions,44100,Bin 2
cross variant,44100,Bin 2
the Polish peasant,44000,Bin 2
occupational duties,43500,Bin 2
Mae Marsh,43500,Bin 2
the collapse of the Soviet Union and Yugoslavia,42500,Bin 2
first-day motions,42300,Bin 2
Archie Comics' characters,41900,Bin 2
a two-day forum,41700,Bin 2
Jintara Poonlarp,39800,Bin 2
Laura Restrepo,39000,Bin 2
delays for months,38900,Bin 2
A sixth person,38500,Bin 2
her record deal,37800,Bin 2
Ali Hewson,37800,Bin 2
oversight of Wall Street,37800,Bin 2
top flight teams,37800,Bin 2
one of the seven archangels,37700,Bin 2
Angels Fall First,37700,Bin 2
Joshua Lawrence Chamberlain,37600,Bin 2
Incumbent parties,37400,Bin 2
an actor in Melbourne,36000,Bin 2
Powerful explosives,35900,Bin 2
De Pedis,35800,Bin 2
its buddy,35700,Bin 2
Our network of moving companies,35700,Bin 2
Ergophobia,35300,Bin 2
Small car makers,35300,Bin 2
Larry Brilliant,35300,Bin 2
a late update,35100,Bin 2
an air raid warden,34100,Bin 2
a group of Tibetans,33800,Bin 2
a decades-long struggle,33400,Bin 2
the slalom course,33300,Bin 2
Arua town,33300,Bin 2
the name of the stimulant,33100,Bin 2
Henry Puna,32900,Bin 2
basic life processes,32900,Bin 2
Veronica and Nick,32700,Bin 2
D sugars,32700,Bin 2
the second round of the match play,32600,Bin 2
Camp Morton,32400,Bin 2
coroner's officials,32000,Bin 2
discussions of the Israeli-Palestinian conflict,31900,Bin 2
Derek St. Holmes,31600,Bin 2
the Inti Raymi,31500,Bin 2
whale anatomy,30900,Bin 2
Jones Parry,30800,Bin 2
power and fuel shortages,30600,Bin 2
Ira Dubey,30600,Bin 2
calm investors,30500,Bin 2
his lieutenant governor,30500,Bin 2
a bus in Afghanistan,30500,Bin 2
The discovery of the mass graves,30500,Bin 2
The EU move,30200,Bin 2
moral conclusions,30200,Bin 2
the audience's heart,29900,Bin 2
citizens living overseas,29900,Bin 2
the crucial vote,29500,Bin 2
some fancy stuff,29400,Bin 2
ceremonies around the world,29300,Bin 2
Tuesday's attacks,29100,Bin 2
Vojislav Kostunica,29100,Bin 2
Frank Francisco,28900,Bin 2
his off-spin,28800,Bin 2
each ration,28800,Bin 2
New clubs to join,28800,Bin 2
American Telephone & Telegraph Co.,28600,Bin 2
Olympique Lyonnais (Lyon),28500,Bin 2
several battalions,28200,Bin 2
deserved victories,28000,Bin 2
the game Kingdom Hearts,28000,Bin 2
Kenyan laws,27900,Bin 2
"Shannon Airport, Ireland",27800,Bin 2
Roger Federer in the semifinals,27600,Bin 2
index arbitrage,27400,Bin 2
the Wildcat formation,27400,Bin 2
a slow sales,27400,Bin 2
Culver et al.,27200,Bin 2
the Doha negotiations,26800,Bin 2
Rodney Hide,26700,Bin 2
a majority of South Koreans,26500,Bin 2
a subjective factor,26200,Bin 2
the April report,26100,Bin 2
any particular player,25900,Bin 2
the Italian region of Lombardy,25400,Bin 2
French riders,25300,Bin 2
a severe systemic inflammatory response,25100,Bin 2
manager Charlie Manuel,24100,Bin 2
Democratic strength,23600,Bin 2
a dope test,23400,Bin 2
the adjacent line,23200,Bin 2
Peter Hodge,23100,Bin 2
the rescue fund,23000,Bin 2
Clun Forest,22700,Bin 2
the heart of London's financial district,22600,Bin 2
Iambe,22500,Bin 2
Edward Cullen in the movie,22400,Bin 2
the loss of only three games,22200,Bin 2
tournament runners-up,22200,Bin 2
a motorcycle track,21500,Bin 2
a nice big check,21200,Bin 2
King Louis Napoleon,21100,Bin 2
a disaster of a film,21100,Bin 2
Lampoldshausen,21000,Bin 2
The three main candidates,20900,Bin 2
Mexican armed forces,20800,Bin 2
Bloordale Village,20600,Bin 2
medium-and small-sized companies,20500,Bin 2
A perfectionism,20500,Bin 2
southwest Manitoba,19600,Bin 2
Spain coach Vicente del Bosque,19500,Bin 2
Annette Lu,19300,Bin 2
Ecuador's government,19200,Bin 2
the global automaker,19200,Bin 2
the USA and mainland China,19200,Bin 2
Asian Football Confederation (AFC) President,19200,Bin 2
Transylvania Twist,18600,Bin 2
Persuasion and Emma,18500,Bin 2
the ensuing kick,18400,Bin 2
Alex Wharf,18300,Bin 2
the desert winter,18300,Bin 2
Ordinary Decent Criminal,18300,Bin 2
General Casey,18200,Bin 2
discussions with U.S. diplomats,18100,Bin 2
Baba Hari Dass,18100,Bin 2
the country's troops,18100,Bin 2
"India's prime minister, Manmohan Singh",18000,Bin 2
The Bishopric of Trent,18000,Bin 2
the defense ministers' meeting,17700,Bin 2
Right-bank Ukraine,17700,Bin 2
Ritual Entertainment,17600,Bin 2
The ERRC,17500,Bin 2
Tropical Storm Zeta,17500,Bin 2
Figueroa-Feliciano,17400,Bin 2
one administration official,17300,Bin 2
the asteroid's orbit,17100,Bin 2
the blood primarily,17000,Bin 2
the Guantanamo Bay detention camp,17000,Bin 2
Final assembly production,17000,Bin 2
an interview published Monday,16900,Bin 2
the Turkish support,16800,Bin 2
the length of a paperclip,16700,Bin 2
"Dover AFB, Delaware",16700,Bin 2
the season-opening games,16600,Bin 2
Agatharchides,16600,Bin 2
maritime officials,16500,Bin 2
the Colorado ranch,16500,Bin 2
two Voyager spacecraft,16100,Bin 2
Qamaruzzaman,16000,Bin 2
foreign commentators,15900,Bin 2
a surf-ski,15800,Bin 2
their return to Taiwan,15700,Bin 2
short-pitched deliveries,15600,Bin 2
the historic covered bridge,15500,Bin 2
texturing agents,15200,Bin 2
Blowzabella,15200,Bin 2
Governor Christine Todd Whitman,15200,Bin 2
the Fifteenth Air Force,14800,Bin 2
its consideration and debate,14800,Bin 2
Roberto Maroni,14600,Bin 2
broad improvement,14600,Bin 2
Hebrew and Aramaic texts,14500,Bin 2
the Pernambuco state,14400,Bin 2
international debate and action,14400,Bin 2
Ray Bradbury The Illustrated Man,14300,Bin 2
Mellon Fellow in the Humanities,14300,Bin 2
a sharper rise,14200,Bin 2
"his band, ""Josh White and the Carolinians """,14000,Bin 2
Tanganyika (now Tanzania),14000,Bin 2
a detachment from the regiment,14000,Bin 2
Many a piglet,13800,Bin 2
The personal income tax threshold,13700,Bin 2
its blockade of Gaza,13500,Bin 2
a good social image,13500,Bin 2
Wolfgang Schussel,13500,Bin 2
The ISM index,13300,Bin 2
"penile papules "", a common and harmless condition",13200,Bin 2
St. Tammany Parish Public Schools,13000,Bin 2
his first state dinner,13000,Bin 2
Anne-Marie Mediwake,12900,Bin 2
a powerful staff,12700,Bin 2
another site on the east coast,12700,Bin 2
a pre-dawn attack,12500,Bin 2
conventional chips,12200,Bin 2
Beijing West Road,12200,Bin 2
Hindi verse.,12100,Bin 2
his ship mates,12100,Bin 2
his Abitur,12000,Bin 2
a grave threat to international peace,12000,Bin 2
Giambattista Marino,11900,Bin 2
"the death of her husband, Martin",11900,Bin 2
raw uranium,11900,Bin 2
Esperstedt,11900,Bin 2
the Shri Swaminarayan Mandir,11800,Bin 2
even minor offenses,11800,Bin 2
These people brought this,11800,Bin 2
Castle Harlan,11700,Bin 2
a single accelerator,11700,Bin 2
her absentee ballot,11700,Bin 2
a months-long standoff,11600,Bin 2
The River Cleddau,11500,Bin 2
nineteen hundred and fifty seven,11400,Bin 2
gross anatomy and microscopic anatomy,11200,Bin 2
The Awis,11200,Bin 2
Trusthouse Forte,11100,Bin 2
Henry Bumstead,10900,Bin 2
Lin's group,10800,Bin 2
the reign of the Emperor Zeno,10700,Bin 2
"Latin America, Africa, and the South Pacific",10700,Bin 2
The First Sudanese Civil War,10500,Bin 2
her first WTA Tour title,10400,Bin 2
A gigantic robot,10100,Bin 2
manager Peter Taylor,10100,Bin 2
Sen. Mitchell,10000,Bin 2
The Battle of San Pasqual,9970,Bin 2
other US warships,9860,Bin 2
article uh,9830,Bin 2
the Kingdom Holding Company,9830,Bin 2
the village of Bear Creek,9810,Bin 2
South Carolina as a delegate,9750,Bin 2
the War of the Fourth Coalition,9420,Bin 2
a final peace accord,9350,Bin 2
the APPD,9210,Bin 2
Balys Dvarionas,9180,Bin 2
Comrade Putin,9170,Bin 2
a Dame Commander of the Order of the British Empire (DBE),9030,Bin 2
UEFA criteria,8890,Bin 2
England coach Fabio Capello,8770,Bin 2
Apptix,8700,Bin 2
Wang Baoshan,8680,Bin 2
large advanced economies,8680,Bin 2
Eleven babies,8610,Bin 2
"Stamford Bridge, home of Chelsea",8560,Bin 2
the train bombings,8510,Bin 2
The island's parliament,8450,Bin 2
its news bureaus,8420,Bin 2
ELO Part II,8390,Bin 2
some strongholds,8000,Bin 2
The Los Angles Times,7990,Bin 2
The eastern and western sections of the city,7880,Bin 2
torrential rains and severe flooding,7860,Bin 2
"St Mary Hall, Oxford",7770,Bin 2
Seven Springs Farms,7750,Bin 2
a large-scale fight,7750,Bin 2
"Charles Mudede of The Stranger said ""It",7640,Bin 2
Ilias Kasidiaris,7600,Bin 2
Washington's proposal,7560,Bin 2
The airline's inaugural flight,7500,Bin 2
Several players from each team,7450,Bin 2
concrete reinforced with steel rebar,7450,Bin 2
an archaeological site of the Indus Valley Civilization,7330,Bin 2
Mr. Dinkins,7250,Bin 2
the Algonquian peoples,7220,Bin 2
Taiwan scholars,7170,Bin 2
Favoured habitats,7000,Bin 2
"Keil, Germany",7000,Bin 2
the various Indian cultures,6940,Bin 2
"Charles II, Duke of Lorraine",6720,Bin 2
Palestinian Authority Chairman Mahmoud Abbas,6710,Bin 2
The Cedula of Population,6710,Bin 2
"bhakti yoga, and hatha yoga",6660,Bin 2
key national laboratories,6650,Bin 2
Friday's sell-off,6620,Bin 2
his spy chief,6580,Bin 2
Landrada,6520,Bin 2
the revenge play,6500,Bin 2
a rope-you just need,6450,Bin 2
their first spring training game,6360,Bin 2
a support party,6340,Bin 2
representatives of the Portuguese community,6200,Bin 2
the prospect of a diplomatic resolution,6180,Bin 2
IRA tax-deductions,6140,Bin 2
legal opposition parties,6070,Bin 2
Puerto Rico Telephone Co.,6030,Bin 2
a top regulator,6010,Bin 2
NBC television's,6010,Bin 2
the Decorated Period,6000,Bin 2
Mr. Dorfman,5960,Bin 2
cigarette and joke,5860,Bin 2
any constitutional restrictions,5800,Bin 2
the Massachusetts Senate race,5720,Bin 2
the remains of the original tower,5690,Bin 2
the Panamanian capital,5600,Bin 2
the first phase investment,5590,Bin 2
Mr. Mahfouz,5590,Bin 2
a major jazz festival,5590,Bin 2
the Scottish Claymores,5570,Bin 2
Fredrik Hogberg,5480,Bin 2
a protected national monument,5470,Bin 2
major bombings,5470,Bin 2
Gateway Sports and Entertainment Complex,5420,Bin 2
Seaham Colliery,5370,Bin 2
a tragic necessity,5350,Bin 2
the University of Massachusetts and MIT,5340,Bin 2
the approval of the China Insurance Regulatory Commission,5320,Bin 2
an English football player and manager,5280,Bin 2
the boys in Peter Pan,5250,Bin 2
Pavel Brutt,5210,Bin 2
fire on a passing vehicle,5070,Bin 2
a poignant reminder of what might have been,5060,Bin 2
the duties of the SDF,5040,Bin 2
additional austerity measures,4990,Bin 2
Later Liang Dynasty,4990,Bin 2
MSE/PE,4850,Bin 2
"the Norwegian parliament, Stortinget",4800,Bin 2
the capital's main airport,4800,Bin 2
Man Mountain Dean,4750,Bin 2
an analogous event,4750,Bin 2
a corporate source,4740,Bin 2
the latest setbacks,4700,Bin 2
Some aspects of Brazilian culture,4680,Bin 2
Many soy products,4660,Bin 2
"Cleethorpes, North East Lincolnshire, England",4660,Bin 2
Mr. Wathen,4610,Bin 2
Fordham Essex,4610,Bin 2
Dave Albo,4510,Bin 2
Chaucer College,4380,Bin 2
company receptions,4370,Bin 2
the blue by the wizard Gandalf,4320,Bin 2
Their ignorance and presumption,4260,Bin 2
surviving male issue,4210,Bin 2
Mr. Vila,4030,Bin 2
IEA figures,4000,Bin 2
a NASA document,3960,Bin 2
the west of Hull city centre,3880,Bin 2
these outrageous acts,3870,Bin 2
Awadh cuisine,3850,Bin 2
its European works council,3780,Bin 2
both celebrities and ordinary people,3760,Bin 2
Dozin' at the Knick,3750,Bin 2
its human driver,3720,Bin 2
Cheltenham College Junior School,3710,Bin 2
A Russian diver,3620,Bin 2
piles of ashes and bones,3570,Bin 2
The Iberian nations,3560,Bin 2
Ten Chinese companies,3550,Bin 2
Livy and Dionysius of Halicarnassus,3540,Bin 2
the latest round of confrontation,3510,Bin 2
Crown Prince Qi,3500,Bin 2
Peter Coors,3490,Bin 2
an independent private bank,3450,Bin 2
Biological patents,3450,Bin 2
a Premium Station,3430,Bin 2
TV processors,3420,Bin 2
the Israeli national football team,3420,Bin 2
Dutch politician Pim Fortuyn,3380,Bin 2
Taiwan's financial regulator,3280,Bin 2
"understanding, communication and friendship",3280,Bin 2
Left fielder Carl Crawford,3230,Bin 2
a straw to save his life,3230,Bin 2
The bloc's decision,3200,Bin 2
ACT headquarters,3200,Bin 2
the Canadian tournament,3190,Bin 2
natural gas as its raw material,3160,Bin 2
disable candidates,3110,Bin 2
"one player, who did not want to be named",3080,Bin 2
a commonly used supplement,3050,Bin 2
some covering fire,3030,Bin 2
A Nomad of the Time Streams,3000,Bin 2
Most car spoilers,2970,Bin 2
various Hollywood actors,2940,Bin 2
the departure point one,2920,Bin 2
the first American deaths,2900,Bin 2
His large scale sculpture,2810,Bin 2
new emissions goals,2750,Bin 2
stuff Janet,2750,Bin 2
